Sentences,Sentiment
मनमा सुविचारको लहर छाओस ज्यानमा सदा आराम रहोस दिमागमा चेतनाको दियो जलिरहोस अरुलाई दुख दिने रुवाउने सताउने धोका दिने जस्ता सोचाइको जरैबाट नास होस सकारात्मक ऊर्जा सन्चार होस कोभिड को असर अन्त्य होस,1
खर्च बेहाेर्न नसक्ने संक्रमितको उपचार निशुल्क गर्नु स्वास्थ्य तथा जनसंख्या मन्त्रालयले उपचार खर्च बेहाेर्न नसक्ने कोभिड संक्रमित बिरामीहरु लाइ उपचार निशुल्क गर्न सबै सरकारी निजी अस्पताल र मेडिकल कलेजलाई निर्देशन दिएको छ नेकपासरकार जिन्दावाद,1
विजया दशमीको पावन अवसरमा स्वदेश तथा विदेशमा रहनुभएका समस्त नेपाली दिदीबहिनी दाजुभाइहरुमा हार्दिक मंगलमय शुभकामना साबुनपानीले हात धोऔँ माक्स लगाऔँ कोभिड को महामारिबाट आफू बचौँ र अरुलाई पनि बचाऔँ,1
कोभिड को त्रास नटरिसकेको यो कोरोने दशैं मा यहाँलाई ठिक्क को शुभकामना कोरोना पचाएको थाहै नहोस सिधै कुस्त एब्टिबडी प्राप्त होस् जचाउँदा पोजेटिभ आएपनि रोगले नगालोस घरमै सम्हालियोस अस्पताल जान पर्ने नहोस गएपनि अक्सिज नै पर्याप्त होस मरिहाले पनि सोझै सोर्गेवास होस्,1
खुसी को कुरो यति सम्म भए पनि भयो कोभिड को निशुल्क उपचारको सुचीमा गरीब लाई पनि समेटिए छ अनि स्व घोषणा भन्ने पहिलाको शब्द लाई स्पष्ट परी बिरामी को तर्फ बाट स्वयं घोषणा भए थप प्रमाण नचाहिने भएछ तर महामारीमा सबैको लागि सम्बन्धित रोगको निशुल्क उपचार हुन्नै पर्छ,0
उपचार व्यहोर्न नसक्ने कोभिड का विरामीको उपचार निशुल्क गर्नु,1
कोभिड का बिरामीका आफन्तहरुले को लागि सिधै सम्पर्क गरौ,1
दशैंको शुभकामना दुर्गा माताबाट कोभिड प्रतिको लड़ाईमा हाम्रो विजय हुने आशिर्वाद मिलोस्,1
कोभिड कोरोना भाइरसले रौद्ररुप देखाइ रहेको बेलामा अत्यास लाग्दो लामो लकडाउन र सन्त्रासको बिचमा बिस्वासको तेल थप्दै जिबनलाइ उज्यालो बनाउनु छ बडा दशै को सबैमा हार्दिक शुभकामना,1
खर्च व्यहोर्न नसक्ने कोभिड सङ्क्रमितको उपचार निशुल्क गर्न मन्त्रालयको निर्देशन,1
कोभिड देशभर जना संक्रमितको आईसीयुमा र जनाको भेन्टिलेटरमा उपचार हुँदै,0
हरेक वर्ष बडादसैंको महानवमीका दिन नयाँ अधिकृतले शपथ लिने प्रचलन रहेकामा कोभिड बाट सिर्जित जोखिमका कारण यस वर्ष गरिएन,-1
स्वास्थ्य मन्त्रालयको निर्देशन खर्च व्यहोर्न नसक्ने कोभिड संक्रमितको निशुल्क उपचार गर्नु,1
खर्च बेहाेर्न नसक्ने कोभिड संक्रमितको उपचार निशुल्क गर्नु,1
बैचारिक बोल्न नसके पछि कति घुम्छौ हौ भाइ म तिम्रो जवाफ मात्र दिएको हो भिड्न मन भए कोभिड नेगेटिभ आए पछि भेटेर भिडौला,0
बडादशै को पावन अवसरमा सबै मान्यवर आफन्त इष्टमित्रहरूमा हार्दिक मङ्गलमय शुभकामना कोभिड बाट सुरक्षित रही सावधानीपूर्वक चाडपर्व मनाऔं,1
चार करोड लाख नाघ्यो विश्वमा कोभिड सङक्रमितको संख्या,-1
खर्च व्यहोर्न नसक्ने कोभिड सङ्क्रमितको उपचार निशुल्क गर्न स्वास्थ्य संस्थाहरुलाई निर्देशन गरिब विपन्न अशक्त असहाय र ज्येष्ठ नागरिकको उपचार नेपाल सरकारले निशुल्क गर्ने,1
स्वास्थ्य तथा जनसंख्या मन्त्रालयले उपचार खर्च बेहाेर्न नसक्ने कोभिड संक्रमितको उपचार निशुल्क गर्न स्वास्थ्य संस्थालाई निर्देशन दिएको छ,1
कोभिड प्रतिरोधका लागि अर्ब खोप उत्पादन गर्दै चीन,1
हिन्दुहरुको महान चाड विजयादशमी को सुखद उपलक्ष्यमा हज़ुर तथा हजुरको स परिवारमा सुख शान्ति समृद्धि सुस्वास्थ्य एवं प्रगतिको हृदय देखि हार्दिक मंगलमय शुभ कामना श्री दुर्गा भवानीले यहाँहरुको परिवारमा कोभिड लाई परास्त गर्ने शक्ति प्रदान गरून् भन्ने हार्दिक कामना गर्दछु,1
राप्रपा का श्रदेय अध्यक्ष कमलथापा कोभिड बाट आज मुक्तभै घर फर्केको हुदा सम्पुर्ण सुभचिन्तक पार्टी कानेता कार्यकर्ता एवम सम्पुर्ण नेपालीजनता मा खुशी भै वहाको सुस्वस्थ्य दिर्घायु को कामना गर्दछौ,1
सम्पूर्ण आफन्त मान्यजन शुभचिंतक र मित्रहरूमा यसपालिको बडादशैं कोभिड का बिच पनि सबैले सबैको स्वास्थयको ख्याल राख्दै आ आफ्नैबिच रमाऔ कोभिड लाइ चाडै परास्त गर्न सकियोस सम्पूर्णमा सादर अनुरोध,1
काठमाडौं पछिल्लो घण्टामा काठमाडौं उपत्यकामा सय जना कोरोना भाइरस कोभिड का संक्रमित थपिएका छन् महिला र पुरुष गरी जम्मा सय जनामा संक्रमण देखिएको मन्त्रालय प्रवक्ता डा,-1
कोभिड अपडेट घण्टामा को मृत्यु जनामा संक्रमण,-1
कात्तिक गते कोभिड कारण पाँच जनाले ज्यान गुमाए,-1
कोभिड को संक्रमणका कारण यो वर्ष कोजाग्रत पूर्णिमाका दिन कांग्रेसले चियापान तथा शुभकामना समारोह नगर्ने कांग्रेस चियापान शुभकामना दसैँ,0
थप हजार सय जना कोभिड संक्रमित पाँच जनाको मृत्यु,-1
बाह्रखरी सम्पादकीय आशा गरौँ दसैँपछि कोभिड को संक्रमण नफैलियोस्,1
धन्यवाद तपाई लाई तपाईं र तपाईंको सम्पुर्ण परिवारजनमा नेपालीहरुको माहन चाड बडा दशैको पावन अवसरमा सु स्वास्थ्य दिर्घायु सुख शान्ति समृद्धि एबम उत्तरोत्तर प्रगतिको हार्दिक मङ्गलमय शुभकामना व्यक्त गर्दाछु साथै माता दुर्गा भवानीले अहिलेको महामारी कोभिड माथीबिजय प्राप्त होस,1
एकआपसमा दही छ्यापाछ्याप गरी परम्परागत रुपमा मनाइँदै आएको दहीजात्रा कोभिड महामारीका कारण बन्द गर्नुपरेको जनाइएको छ,-1
कोभिड को कारण नबिल बैंकका पूर्व अध्यक्ष शम्भुप्रसाद पौड्यालको निधन,-1
कोभिड संक्रमण महामारीका यस वर्ष चियापान कार्यक्रम नहुने कांग्रेसले विज्ञप्ति मार्फत जनाएको छ,-1
विश्वमा कोरोना भाइरस कोभिड संक्रमितको संख्या चार करोड लाख नाघेको जोन्स हप्किन्स विश्व विद्यालयले दिएको पछिल्लो अपडेटमा जनाएको छ,-1
कोभिड का कारण यो वर्ष वर्षदेखि आयोजना गर्दै आएको कार्यक्रम नगरिने कांग्रेसले जनाएको छ,-1
नेपाली कांग्रेसद्वारा कोजाग्रत पूर्णिमाका दिन आयोजना गरिदै आएको शुभकामना आदान प्रदान तथा चियापान समारोह कोभिड का कारण यो वर्ष नगरिने व्यहोरा जानकारी गराइन्छ,-1
कोभिड को संक्रमणबाट चितवनमा थप दुई जनाको मृत्यु भएको छ,-1
अहिले कोरोना सङ्क्रमण सहरमा बढ्ता छ दसैँमा परिवारका सदस्य इष्टमित्र नरनाता र आफन्तजनसँग मिसिएर गाउँ पुग्ने निश्चित छ त्यसपछि खेत खलियान सर्वत्र केन्द्र सरकारको त यो हाल छ नाममात्रका पालिकाको बुताले के भ्याउनु कोभिड ले नियन्त्रणको लक्ष्मणरेखा पार गरेकै हो त,-1
कोभिड का कारण कांग्रेसको चियापान स्थगित,-1
कोभिड को सङ्क्रमणबाट चितवनमा थप दुई सङ्क्रमितको मृत्यु भएको छ,-1
दुर्गा माताको आशिर्वादले तपाई र तपाईको परिवार कोभिड बाट सुरक्षित रहने विश्वासका साथ वडा दशै शुभ दिपावली छठ र नेपाल सम्वतको शुभकामना,1
कोभिड को महामारीको बिचमा आईपुगेको नेपाली हरुको महान पर्व बडा दशैलाई यस वर्ष हामिले परिवारको बिचमा मात्र मनाउने निधो गरेका छौ किनभने घरमा दिर्घ रोगी वर्षीय बुवा र वर्षिय आमा हुनुहुन्छ भने म र मेरो ठुलो दिदि कोरोना संक्रमित भई घरमा होम अईसोलेसनमा छौ,0
जसरि फलाम लाई फलाम ले काट्छ यो महामारि कोभिड लाई नि अौषधिले काटोस जीवन मंगलमय बनोस फलि रहोस फुलि रहोस उन्नति र प्रगतिका पाइला हिम शिखर सम्म चुम्न पुगुन सबै नेपाली दाजु भाइ दिदी बहिनी इस्ट मित्र लगायत देश बिदेश मा बस्नु हुने सबैमा बडा दशैको शुभकामना,1
कोभिड हाम्रो कहानी,0
कोभिड संक्रमणको कथा व्यथा,0
विश्वव्यापी महामारी कोरोना भाइरस कोभिड संक्रमणबाट यो साता विदेशमा थप एक नेपालीको ज्यान गएको छ गैरआवासीय नेपाली संघ एनआरएनए का अनुसार साउदी अरबमा थप एकजना नेपालीको कोरोना संक्रमणबाट मृत्यु भएको हो,-1
गैरआवासीय नेपाली संघ एनआरएनए कोभिड अपडेट यो साता विदेशमा थप एक नेपालको निधन,-1
बिजयादशमीको पावन अवसरमा सु स्वास्थ्य दीर्घायु उत्तरोत्तर प्रगतिको कामनाका साथै नवदुर्गा माताको आशिर्वादले हालको महामारी कोभिड को अन्त्य भई आ आफ्नो कर्मक्षेत्रमा उन्नती प्रगति होस् जीवनप्रतिको आशा र धैर्य गर्ने शक्ति उत्पन्न होस् बडा दशैको शुभकामना शुभविहानि,1
विश्वव्यापी महामारी कोभिड संक्रमणबाट गत साता विदेशमा थप एक नेपालीको ज्यान गएको छ,-1
महान चाड बडा दशैँको पावन अवसरमा हाम्रा आदरणीय ग्राहकवर्ग शुभेच्छुक तथा समस्त नेपाली जनहरूमा नव दुर्गामाताको आशिर्वाद प्रशस्त रहोस् तथा विश्व भर फैलिएको विषम कोभिड संग लड्न सक्ने क्षमता प्रदान गरून् भन्दै स्वेभेन ईनकर्पोरेट परिवार हार्दिक मंगलमय शुभकामना व्यक्त गर्दछ सि ई ओ,1
कोरोना कोभिड भाइरसको महामारी नियन्त्रणका लागि फ्रन्टलाइनमा खटिएका सुरक्षाकर्मीलाई दिने भनिएको प्रोत्साहन भत्ता हालसम्म दिइएको छैन,-1
विश्व स्वास्थ्य संगठन डब्लुएचओ ले कोभिड को समस्या थप बढ्ने जनाएको छ,-1
केहि दिन देखि बिरामी भएर परिक्षण गराउदा आज हाम्रो परिवारमा पनि दाई भाउजु र म समेतलाई बिश्व महामारीको रुपमा फैलियको कोरोना भाइरस कोभिड ले संक्रमण गरेको रिपोर्ट आयो यो बिचमा हाम्रो नजिक सम्पर्कमा रहनु भएका सबै सतर्क रहन समेत अनुरोध गर्दछौ,-1
उज्यालो नेपालका महानायक पुर्व जलस्रोत मन्त्री जनार्दन शर्मा लाई कोभिड को सङ्क्रमण सिघ्र स्वास्थ लाभको कामना,0
कोभिड को महामारीको यो अत्यन्तै असहज परिस्थितिमा यस महामारीसँग जुध्न तपाई हामीलाई माता दुर्गा भवानीले अधम्य शाहस र धैर्यता प्रदान गर्नुका साथै यस माहामारी संगको युद्धमा विजय प्राप्त गर्ने शक्ति मिलोस बडा दशैं को हार्दिक मंगलमय शुभकामना मार्क इन्जिनियरिङ कन्सल्टेन्सी,1
सबै टुईटे महानुभाबलाई दशैँको शुभकामना दशैँमा कोरोना नआओस भनेर आशिर्बाद लिहिरहदा हर्शौल्लासमा धेरै भिडभाड गरेर रमाईरहादा दशैंपछी कोरोनाको बेड खोज्न नपरोस यो दशैँमा सबै खाले रोग सहित कोभिड माथी पनि बिजय हासिल होस बडादशैको शुभकामना,1
पूर्व गृहमन्त्री जर्नादन शर्मालाई कोरोना भाइरस कोभिड संक्रमण पुष्टि भएको छ,-1
कोभिड प्रभावित एसएमईलाई धितोरहित कर्जा र महिनासम्म ब्याज मिनाहा,1
बिजयादशमीको पावन अवसरमा सुस्वास्थ्य दीर्घायु उत्तरोत्तर प्रगतिको कामनाका साथै नवदुर्गा माताको आशिर्वादले हालको महामारी कोभिड को अन्त्य भई आआफ्नो कर्मक्षेत्रमा उन्नती प्रगति होस् जीवनप्रतिको आशा र धैर्य गर्ने शक्ति उत्पन्न होस् बडा दशैकाे शुभकामना शुभविहानि,1
अस्ट्रेलिया भर एक महिना लामो हिन्दु उत्सव सुरु भएपछि स्वास्थ्य अधिकारीहरूले कोभिड का स्वास्थ्य सल्लाहको अनुसरण गरेर आफ्नो आफ्ना प्रियजन र समुदायको सुरक्षामा ख्याल राख्न अनुरोध गरेका छन् नेपाली अस्ट्रेलिया,1
आज महानवमी नवरात्रीको नवौं दिन सिद्धिदात्री स्वरुपा मा नवदुर्गाको पूजा आराधनाको दिन माको आशिर्वादले कोभिड लगायतका सबै आपतबिपतादी राक्षसी शक्ति आदिबाट हाम्रो रक्षा होओस जय मा नवदुर्गा,1
कोभिड बीपी प्रतिष्ठानमा उपचाररत संक्रमित महिलाको मृत्यु,-1
शुरक्षित भएर दशै मनाउनु होला सबै खाले रोग सहित कोभिड माथी पनि बिजय हासिल होस बडादशैको शुभकामना,1
देश तथा विदेशमा रहनुभएका अाफन्तजन साथीभाइ तथा सम्पूर्ण शुभचिन्तकहरूमा विजया दशमीकाे हार्दिक मंगलमय शुभकामना यो वर्षको दशैँ जो जहाँ छौँ त्यहीँ बसेर मनाऔँ मोबाइल तथा इन्टरनेटका माध्यमबाटै आशीर्वाद लिने दिने गरौँ कोभिड बाट आफ बचौं अरुलाई पनि बचाअाैँ,1
विश्वमा कोरोना संक्रमितको संख्या चार करोड लाख हजार पुगेको छ कोभिड बाट मृत्यु हुनेको संख्या लाख हजार पुगेको छ तीन करोड लाख हजार जना संक्रमणमुक्त भएका छन्,0
यसपाली कोभिड ले घरदेश र परदेशलाई जोडन सकेन आगामी दशैं हर्षउल्लासका साथ मनाउला जहाँ छौ त्यही सुरक्षीत बसौं र दशैं मनाउ सम्पूर्ण आफन्तजन ईष्टमित्र तथा साथीहरुमा बडा दशैंको बडै शुभकामना,1
आगामी महिनाहरुमा कोभिड को समस्या थप बढ्ने विश्व स्वास्थ्य संगठन,-1
नेपाल इन डेटा का सन्तोष गड्तौला र पत्रकार वसन्त खड्कासंग कोभिड को सन्दर्भमा मिडियामा प्रविधिको नयाँ प्रयोग र डेटा जर्नालिज्मबारे छत्र कार्की,0
जनकपुरमा कोभिड संक्रमणबाट एक महिलाको मृत्यु,-1
र मैले बिरामीको परिवारको सम्पर्क नम्बर पठाएको थिए प्रमुख जिल्ला अधिकारीले रेस्पान्स गर्नु भएको छ बिरामीलाई कोभिड अस्पतालमा भर्ना गरिदै छ स्वस्थ्य रहौं र स्वास्थ्यमा कुनै समस्या आए सानो पाइलाको टोल फ्री नम्बरमा फोन गरौँ,1
त्यहि क्रममा आज परवानीपुरबाट कोभिड को एउटा केस आएको थियो एकदम गम्भीर अवस्था थियो अक्सिजन लेवल थियो तुरुन्त अक्सिजनको आवश्यकता देखिएको थियो बिरामीका परिवारजन नेशनल मेडिकल कालेज द्वारा संचालित बाबा होटल कोभिड अस्पतालमा लग्नु भएको थियो,0
वीरगन्ज लगायत देश नै नेतृत्व विहिन भएको अवस्था छ हामी सानो पाइलाबाट बिगत महिना देखि टेलिमिडिसिन प्रयोजन संचालन ल्याएका छौं घर मै बसी कोभिड लगायत अरु पनि स्वास्थ्य समस्यालाई फोन बाटै समाधान गर्ने प्रयास गर्छौं,1
राष्ट्रपति डुडालाई कोभिड सङ्क्रमण पुष्टि,-1
भाजपा नेता तथा महाराष्ट्रका पूर्व मुख्यमन्त्रीलाई कोभिड सङ्क्रमण,-1
राष्ट्रपतिलाई कोभिड संक्रमण पुष्टि,-1
कर्णाली सरकारले कोभिड सङ्क्रमितको निशुल्क उपचार गर्ने,1
दशै अनि कोभिड,0
को जस्तो चौतर्फी चर्चा होस् मा जस्तो बसीबसी खान पुगोस् मा जस्तो बाच्नको लागी दौड धुप गर्न नपरोस् जस्तै सबैको प्यारो होस् यही छ बिजयादशमी को हार्दिक मंगलमय शुभकामना यो वर्ष जहाँ छ यही रहेर चाडपर्व मनाऔं कोभिड बाट आफू बचौं अरुलाई पनि बचाऔ,1
कर्णालीमा कोभिड को निशुल्क परीक्षण हुने,1
सालको बडा दसमीको उपलछ्मा सम्पुर्णमा हार्दिक शुभकामना ब्यक्त गर्दछु कोभिड को महामारीबाट आफू बचौ अरुलाइ बचाउ,1
पोल्याण्डका राष्ट्रपति डुडालाई कोभिड संक्रमण पुष्टि,-1
कर्णाली प्रदेश सरकारले कोभिड का लक्षणसहितका बिरामीको निशुल्क परीक्षण तथा उपचार गर्ने भएको छ मुख्यमन्त्री तथा परिषद् कार्यालयको प्रस्तावमा मन्त्रिपरिषद्को शनिबार बसेको बैठकले यस्तो निर्णय गरेको हो ओलिले सिकुन रास्ट्रको पहिलो दायित्व भनेको आफ्नो देशका जनताहरु बचाउनु हो,0
पोल्याण्डका राष्ट्रपति डुडालाई कोभिड सङ्क्रमण पुष्टि स्पाईचाल्स्कीले भने राष्ट्रपतिलाई कोभिड सङ्क्रमण पुष्टि भएको छ तर उनको स्वास्थ्य अवस्था सामान्य नै रहेको छ राष्ट्रपतिको सम्भावित सेवाका लागि चिकित्सकसहितको टोली तयारी अवस्थामा,-1
पोल्याण्डका राष्ट्रपतिलाई कोभिड सङ्क्रमण पुष्टि,-1
महाराष्ट्रका पूर्व मुख्यमन्त्री फडणवीसलाई कोभिड सङ्क्रमण,-1
पोल्याण्डका राष्ट्रपति डुडालाई कोभिड सङ्क्रमण,-1
पोल्याण्डका राष्ट्रपति डुडालाई कोभिड सङ्क्रमण पुष्टि,-1
आगामी महिना कोभिड संक्रमण थप बढ्ने डब्ल्युएचओ,-1
विश्व स्वास्थ्य संगठन डब् ल् यूएचओ का महानिर्देशक टेड्रस आधनाम गेब्रेयसले आगामी महिनाहरुमा कोभिड को समस्या थप बढ्ने चेतावनी दिएका छन्,-1
भविष्य कति अनिश्चित पोहोर साल कोभिड चर्चामै थिएन यस वर्ष संयुक्त राष्ट्रसंघ स्थापना दिवसमा महासचिवको सन्देशको पहिलो सरोकार नै यही भएछ उहाँले भन्नुभएछ कोभिड आज विश्वको साझा शत्रु भएको छ समयको आह्वान छ हामी सब यसविरुद्ध मिलेर लडौँ हामीले कसरी लिने यो सन्देश,-1
कोभिड को सन्दर्भमा मिडियामा प्रविधिको नयाँ प्रयोग र डेटा जर्नालिज्मबारे हाम्रा अनुभव साटदै,1
संक्रमण रोग ऐन स्व राजा महेन्द्रले ल्याइदिएको कारण कोभिड को नियन्त्रणमा त्यही कानुन आकर्षित भएको छ यसो भन्दा कसैलाई महेन्द्रकालिन मानसिकता भन्ने लाग्छ भने हो,0
कोभिड पछिल्लो घण्टामा थप हजार सय जना संक्रमित थपिए,-1
कोभिड कि अरू केही,0
कर्णाली प्रदेश सरकारले कोभिड का लक्षणसहितका बिरामीको निशुल्क परीक्षण तथा उपचार गर्ने भएको छ,1
पछिल्लो घण्टामा उपत्यकामा जनामा कोभिड पुष्टि,-1
कोभिड अपडेट घण्टामा जना संक्रमित को मृत्यु,-1
कोभिड लाइ दशैँ लागेछ,0
नेपाल इन डेटा का सन्तोष गड्तौला र पत्रकार वसन्त खड्कासंग कोभिड को सन्दर्भमा मिडियामा प्रविधिको नयाँ प्रयोग र डेटा जर्नालिज्मबारे छत्र कार्की को कुराकानी,1
कोभिड ले सिर्जना गरेका चुनौती सामना गर्दै अघि बढ्छौँ अर्थमन्त्री पौडेल,1
कोभिड अपडेट घण्टामा हजार सय जना थपिए जना संक्रमितको मृत्यु,-1
नेपालमा हालसम्म कूल जनाले कोभिड सम्बन्धित कारणले ज्यान गुमाइसकेका छन्,-1
गोरखा जिल्लाका भच्चेक सिरानचोक पाम हर्मी आँपपिपल ठाँटीपोखरी लगायत विभिन्न स्थानहरूमा कोभिड बारे सचेतना तथा जनतासँग शुभकामना आदानप्रदानको क्रममा आदरणीय नारायणकाजी श्रेष्ठका साथ हाम्रो टीम,1
आगामी महिना कोभिड को समस्या थप बढ्नसक्ने डब्लुएचओको चेतावनी,-1
पोल्यान्डका राष्ट्रपति डुडामा देखियो कोभिड संक्रमण,-1
कोभिड योद्धा कोरोना कहरमा चिनिएका डाक्टर,1
सुदूरपश्चिम प्रदेशमा अहिलेसम्म कोभिड बाट जनाको मृत्यु,-1
धिरेन्द्र नाल्बो लेख्छन् कोभिड बाट ज्यान गुमाएकालाई किन सम्झने,-1
नाम्चेबजारमा कोभिड को पहिलो संक्रमित भेटिएसँगै खुम्बु पासाङल्हामु गाउँपालिकाले शनिबारदेखि खुम्बु क्षेत्र प्रवेशमा अनिश्चितकालिन बन्द गर्ने निर्णय गरेको छ,-1
समाजवादी पार्टीको संघिय परिषदको अध्यक्ष डा बाबुराम भट्टराई र वहाँको धर्म पत्नी हिसिला यमी दुबैलाई कोभिड को संक्रमण पुष्टी,-1
कोभिड बाट सुदूरपश्चिममा जनाको निधन,-1
सुदूरपश्चिम प्रदेशमा कोभिड बाट जनाको निधन,-1
धरानमा कोभिड संक्रमित पाँच महिनाको शिशुको मृत्यु,-1
असत्यमाथि सत्यको जितजस्तै यो वर्ष कोभिड माथि खोपको जित होस अर्को वर्षदेखि पहिलाको जस्तै हरेक चाडबाड मनाउन पाइयोस् न दूरी होओस् न कुनै मजबुरी बडादशैँकाे हार्दिक मङ्गलमय शुभकामना सम्पुर्णमा,1
काठमाडौं कोभिड संक्रमण बढेसँगै बैंक तथा वित्तीय संस्थाहरुले डिजिटल कारोबारलाई प्राथमिकता दिएका छन् त्यसै पनि केही वर्षयता नेपालको बैंकिङ क्षेत्र डिजिटलमैत्री बन्दै गएको छ विभिन् न वित्तीय प्रविधिहरुको प्रयोग गरी डिजिटल कारोबारलाई,1
कोभिड को विषम परिस्थितिमा नजिकिएको नेपालीहरूको महान चाड बिजया दशमी को पावन अवसरमा स्वदेश तथा विदेशमा रहनुभएका सम्पूर्ण नेपाली दाजुभाई तथा दिदीबहिनीहरुमा सु स्वास्थ्य दिर्घायु एवं उत्तरोत्तर प्रगतिको कामना सहित हार्दिक मंगलमय शुभकामना व्यक्त गर्दछु,1
कोभिड विरुद्ध खटेका फ्रन्टलाइनरलाई शाहरुख खानले दिए पीपीइ,1
हातहातमा समाचार कोभिड सँगै नेपाली मिडियामा देखिएका इन्नोभेसन अर्थात् नयाँ प्रयोगहरु बिषय वस्तु र शैली मल्टिमिडिया पाठक पहुँचका लागि अपनाइएका तौरतरिका बजार प्रवर्धनमा देखिएका नयाँ प्रयोगहरुबारे लक्ष्मण डंगोल को खोजपूर्ण र विचारणीय आलेख,1
कोभिड बाट बच्न सावधानि पुर्वक दशै मनाऔं दशैंको आठौं दिन महाअष्टमीको हार्दिक शुभकामना,1
कोभिड बाट सुदूरपश्चिममा हालसम्म जनाको मृत्यु,-1
नेपाली समाजको महत्वोपूण पर्व विजया दशमी को हार्दिक मंगलमय शुभकामना बढ्दो कोभिड संक्रमणसँग सवै सचेत रहौँ,1
कोभिड सामन्य रुघा खोकी मात्र हुन त्यो भन्दा ठुलो रोग क्यान्सर मुटु फैल भएर लाखौ मरछन दिनहु यो सब हरुको प्रकृती श्रोत जोगाउने युक्ती हुन,-1
सुदूरपश्चिम प्रदेशमा कोरोना भाइरस सङ्क्रमण कोभिड बाट हालसम्म जनाको मृत्यु भएको छ,-1
विश्वभरि फैलिएको कोरोना महामारी कोभिड बाट छिट्टै उन्मुक्तिको कामना सहित सालको वडा दशैं तिहार नेपाल सम्वत तथा छठ पर्वको शुभ अवसरमा हार्दिक मंगलमय शुभकामना साथै यहाँहरूको सु स्वास्थ्य एवं उत्तरोत्तर प्रगतीको कामना गर्दछौ जुली महतो प्रतिनिधिसभा सदस्य धनुषा,1
बेला न कुबेला आम नागरिक भेला गराएर स्वास्थ्य मापदण्ड नअपनाई काम गर्दाको परिणाम यस्तै लापरबाहीले हो नेपालमा कोभिड को संक्रमण बढेको वहांको त राम्रै उपचार होला नै तर ती आम मान्छे जे भएपनि शीघ्र स्वास्थ्यलाभको कामना ज्ञान प्राप्त गरि भीड नगर्न अनुरोध गरिदिनु होला,1
कोभिड नभएको गाउँ घरमा पुर्याइदिने र भएको गाउँ बाट सहर तिर ल्याइदिने कार्य सम्पन्न होला जस्तो छजो जहाँ छ तेहि बसेर यो दसै मनाउन सकेको भए हुन्थ्यो,1
बिश्व अहिले कोभिड किरोना भाईरसले आक्रांत छ नेपाल पनि कोभिडकै दलदलमा घोलिएको छ म अहिले होम आईसलेसनमा बसेको छु सबै जना नेपालीहरुले सुरक्षित दशै मनाउनु होला सालको बिजयदशमीको हार्दिक शुभकामना र आउदै गरेको चाडहरुको पनि अग्रिम शुभकामना,1
विजय दशमी सालको पावन अवसरमा स्वदेश तथा बिदेशमा रहनुहुने सम्पुर्ण नेपाली हरुमा हार्दिक मङ्गलमय शुभकामना व्यक्त गर्दैछु साथै अहिले हामी कोभीड को विषम परिस्थितिसगँ सामान गरिरहेका छौ त्यसैले जो जहाँ भए पनि यथास्थानमा रही विजय दशमीको खु सि साटासाट गरौ नारन मिश्र बियोग,1
हिन्दुहरुको महान पर्व बिजया दशमी तथा शुभ दिपावलिको पावन अवसरमा सम्पुर्ण मा सुस्वास्थ्य सुख शान्ति समृद्धि र उत्तरोत्तर प्रगतीको हार्दिक मङलमय शुभकामना व्यक्त गर्दछु कोभिड को यस महामारीमा सजग भई सुरक्षित तरिकाले चाड पर्व मनाउन पनि बिशेष अनुरोध गर्दछु,1
कोभिड बाँकेमा थप एकजना संक्रमितको मृत्यु,-1
कोभिड करप्सन कुशासन कम्युनिस्ट सर्वसत्तावाद अरु देसमा एउटा भाईरससँग लडे पुग्ने हामीले चाहीं चारथरी भाईरससँग जुध्नु पर्ने,-1
कोभीड संक्रमण मुक्त सुनसरीका पत्रकारलाई प्रेस युनियनद्वारा बीमा बापतको रकम हस्तान्तरण,1
